Identifier,LeadID,Industry,Bank_Name,description,transaction_type,amount,B2C_KW_Category,Yodlee_Category
804,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
805,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
806,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
807,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
808,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JE JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
809,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,300,CREDIT CARD PAYMENTS,Credit Card Payments
810,2369,Health Care and Social Assistance,Dag Site - Bank,ONLINE INTERNATIONAL WIRE TRANSFER A/C: BANK OF CHINA LIMITED HE,debit,15000,TRANSFERS,Transfers
811,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT M4874 WEB ID: xxxxxx2111,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
812,2369,Health Care and Social Assistance,Dag Site - Bank,FEDWIRE CREDIT VIA: SILICON VALLEY BANK/xxxxx0399 B/O: ITRIA VEN,credit,49750,LOANS,Other Income
813,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1920,debit,1901.49,CHECKS,Check Payment
814,2369,Health Care and Social Assistance,Dag Site - Bank,IRS USATAXPYMT xxxxxxxxxxx1890 CCD ID: xxxxxx2000,debit,1339.72,TAXES,Taxes
815,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,7375.25,,Deposits
816,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx2814,credit,1310,TRANSFERS,Transfers
817,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,31.04,POSTAGE AND SHIPPING,Postage/Shipping
818,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,19.41,POSTAGE AND SHIPPING,Postage/Shipping
819,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,56.56,POSTAGE AND SHIPPING,Postage/Shipping
820,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1903,debit,1242.72,CHECKS,Check Payment
821,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx4128,credit,851,TRANSFERS,Transfers
822,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,70.53,POSTAGE AND SHIPPING,Postage/Shipping
823,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,69.75,POSTAGE AND SHIPPING,Postage/Shipping
824,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,92.8,POSTAGE AND SHIPPING,Postage/Shipping
825,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,64.78,POSTAGE AND SHIPPING,Postage/Shipping
826,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,64.79,POSTAGE AND SHIPPING,Postage/Shipping
827,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx9669,credit,1530,TRANSFERS,Transfers
828,2369,Health Care and Social Assistance,Dag Site - Bank,SERVICE CHARGES FOR THE MONTH OF FEBRUARY,debit,224,SERVICE CHARGES/FEES,Uncategorized
829,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx1310,credit,1249,TRANSFERS,Transfers
830,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1924,debit,1847.1,CHECKS,Check Payment
831,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1925,debit,1847.1,CHECKS,Check Payment
832,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1910,debit,22769.31,CHECKS,Check Payment
833,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,5084,,Deposits
834,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx8574,credit,9800,TRANSFERS,Transfers
835,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1926,debit,554.1,CHECKS,Check Payment
836,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT M6844 WEB ID: xxxxxx2111,debit,100,CREDIT CARD PAYMENTS,Credit Card Payments
837,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,400,CREDIT CARD PAYMENTS,Credit Card Payments
838,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,857.25,,Deposits
839,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT M4164 WEB ID: xxxxxx2111,debit,500,CREDIT CARD PAYMENTS,Credit Card Payments
840,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx4330,credit,6474,TRANSFERS,Transfers
841,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,250,CREDIT CARD PAYMENTS,Credit Card Payments
842,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1922,debit,1127.27,CHECKS,Check Payment
843,2369,Health Care and Social Assistance,Dag Site - Bank,BIGCOMMERCE.COM xxx-xxx1350 TX02/16,debit,149.95,ONLINE SERVICES,Services/Supplies
844,2369,Health Care and Social Assistance,Dag Site - Bank,IRS USATAXPYMT xxxxxxxxxxx2009 CCD ID: xxxxxx2000,debit,1339.72,TAXES,Taxes
845,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1923,debit,54.4,CHECKS,Check Payment
846,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1898,debit,1242.72,CHECKS,Check Payment
847,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1885,debit,1242.72,CHECKS,Check Payment
848,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx6238,credit,7212,TRANSFERS,Transfers
849,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1917,debit,63.39,CHECKS,Check Payment
850,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx4989,credit,1009,TRANSFERS,Transfers
851,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx3075,credit,2011,TRANSFERS,Transfers
852,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1912,debit,86.96,CHECKS,Check Payment
853,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1913,debit,299.2,CHECKS,Check Payment
854,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT M7930 WEB ID: xxxxxx2111,debit,100,CREDIT CARD PAYMENTS,Credit Card Payments
855,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,100,CREDIT CARD PAYMENTS,Credit Card Payments
856,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx7990,credit,2518,TRANSFERS,Transfers
857,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx9956,credit,804,TRANSFERS,Transfers
858,2369,Health Care and Social Assistance,Dag Site - Bank,SERVICE CHARGES FOR THE MONTH OF JANUARY,debit,94,SERVICE CHARGES/FEES,Uncategorized
859,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1914,debit,526.69,CHECKS,Check Payment
860,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1915,debit,462,CHECKS,Check Payment
861,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1916,debit,110.87,CHECKS,Check Payment
862,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1919,debit,554.1,CHECKS,Check Payment
863,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,7000,,Deposits
864,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1918,debit,22769.31,CHECKS,Check Payment
865,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx4089,credit,2979,TRANSFERS,Transfers
866,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx0620,credit,652,TRANSFERS,Transfers
867,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1911,debit,200,CHECKS,Check Payment
868,2369,Health Care and Social Assistance,Dag Site - Bank,NYS TAX    FINANC UI PYMT Uxxxxxxx5236 CCD ID: xxxxxx9984,debit,37.8,TAXES,Taxes
869,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,8059,,Deposits
870,2369,Health Care and Social Assistance,Dag Site - Bank,NYS TAX    FINANC WT PYMT Wxxxxxxx5236 CCD ID: xxxxxx8475,debit,659.61,TAXES,Taxes
871,2369,Health Care and Social Assistance,Dag Site - Bank,ONLINE INTERNATIONAL WIRE TRANSFER A/C: BANK OF CHINA LIMITED HE,debit,3000,TRANSFERS,Transfers
872,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1902,debit,1901.49,CHECKS,Check Payment
873,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx6336,credit,5991,TRANSFERS,Transfers
874,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,759,,Deposits
875,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT M0506 WEB ID: xxxxxx2111,debit,300,CREDIT CARD PAYMENTS,Credit Card Payments
876,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx4636,credit,2136,TRANSFERS,Transfers
877,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx6899,credit,174,TRANSFERS,Transfers
878,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx6730,credit,881,TRANSFERS,Transfers
879,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1909,debit,22769.31,CHECKS,Check Payment
880,2369,Health Care and Social Assistance,Dag Site - Bank,IRS USATAXPYMT xxxxxxxxxxx1153 CCD ID: xxxxxx2000,debit,504,TAXES,Taxes
881,2369,Health Care and Social Assistance,Dag Site - Bank,BIGCOMMERCE.COM xxx-xxx1350 TX01/14,debit,149.95,ONLINE SERVICES,Services/Supplies
882,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx8594,credit,877,TRANSFERS,Transfers
883,2369,Health Care and Social Assistance,Dag Site - Bank,IRS USATAXPYMT xxxxxxxxxxx9416 CCD ID: xxxxxx2000,debit,1339.72,TAXES,Taxes
884,2369,Health Care and Social Assistance,Dag Site - Bank,ATM CHECK DEPOSIT 01/14 1260 BROADWAY NEW YORK NY,credit,157,DEPOSITS,Deposits
885,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx4705,credit,4231,TRANSFERS,Transfers
886,2369,Health Care and Social Assistance,Dag Site - Bank,ATM CASH DEPOSIT 01/14 1260 BROADWAY NEW YORK NY,credit,160,DEPOSITS,Deposits
887,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
888,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx4598,credit,4657,TRANSFERS,Transfers
889,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1908,debit,1847.1,CHECKS,Check Payment
890,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1907,debit,1847.1,CHECKS,Check Payment
891,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,5.91,POSTAGE AND SHIPPING,Postage/Shipping
892,2369,Health Care and Social Assistance,Dag Site - Bank,SERVICE CHARGES FOR THE MONTH OF DECEMBER,debit,60,SERVICE CHARGES/FEES,Uncategorized
893,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,151.63,POSTAGE AND SHIPPING,Postage/Shipping
894,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,197.07,POSTAGE AND SHIPPING,Postage/Shipping
895,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1905,debit,136.62,CHECKS,Check Payment
896,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,117,POSTAGE AND SHIPPING,Postage/Shipping
897,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,43.19,POSTAGE AND SHIPPING,Postage/Shipping
898,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,49.15,POSTAGE AND SHIPPING,Postage/Shipping
899,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,42.18,POSTAGE AND SHIPPING,Postage/Shipping
900,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,65.71,POSTAGE AND SHIPPING,Postage/Shipping
901,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,62.22,POSTAGE AND SHIPPING,Postage/Shipping
902,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,37.4,POSTAGE AND SHIPPING,Postage/Shipping
903,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,41.78,POSTAGE AND SHIPPING,Postage/Shipping
904,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,7.02,POSTAGE AND SHIPPING,Postage/Shipping
905,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,34.19,POSTAGE AND SHIPPING,Postage/Shipping
906,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1904,debit,1049.98,CHECKS,Check Payment
907,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1906,debit,251.6,CHECKS,Check Payment
908,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,8000,,Deposits
909,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx2109,credit,2254,TRANSFERS,Transfers
910,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1901,debit,554.1,CHECKS,Check Payment
911,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1897,debit,1901.49,CHECKS,Check Payment
912,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx7778,credit,6357,TRANSFERS,Transfers
913,2369,Health Care and Social Assistance,Dag Site - Bank,POLAND SPRING WATER xxx-xxx-9395CA 12/19,debit,30.19,UTILITIES,Utilities
914,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
915,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,383.25,,Deposits
916,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx0856,credit,4412,TRANSFERS,Transfers
917,2369,Health Care and Social Assistance,Dag Site - Bank,BIGCOMMERCE.COM xxx-xxx1350 TX12/15,debit,149.95,ONLINE SERVICES,Services/Supplies
918,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT M7250 WEB ID: xxxxxx2111,debit,811,CREDIT CARD PAYMENTS,Credit Card Payments
919,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx4419,credit,1637,TRANSFERS,Transfers
920,2369,Health Care and Social Assistance,Dag Site - Bank,IRS USATAXPYMT xxxxxxxxxxx3279 CCD ID: xxxxxx2000,debit,1339.72,TAXES,Taxes
921,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx8337,credit,1565,TRANSFERS,Transfers
922,2369,Health Care and Social Assistance,Dag Site - Bank,USCIS CHICAGO PAYMENT 1895CCD ID: xxxxxx0301,debit,420,CREDIT CARD PAYMENTS,Uncategorized
923,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1872,debit,1242.72,CHECKS,Check Payment
924,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx6867,credit,1807,TRANSFERS,Transfers
925,2369,Health Care and Social Assistance,Dag Site - Bank,ONLINE INTERNATIONAL WIRE TRANSFER A/C: BANK OF CHINA LIMITED HE,debit,10000,TRANSFERS,Transfers
926,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx6355,credit,7377,TRANSFERS,Transfers
